All_num_layers,Classifier_hidden,Classifier_num_layers,GPR,HCHA_symdegnorm,HNHN_alpha,HNHN_beta,HNHN_nonlinear_inbetween,HyperGCN_fast,HyperGCN_mediators,LearnMask,MLP_hidden,MLP_num_layers,PMA,T,UniGNN_degE,UniGNN_degV,UniGNN_use_norm,acc_drop%,add_self_loop,adv_test,adv_train,adv_val,aggregate,alpha,attack,beta,clean_test,clean_train,clean_val,cuda,dataset,deepset_input_norm,deg_shift_l1,deg_shift_l2,deg_shift_linf,display_step,dname,dropout,edge_card_shift_l1,edge_card_shift_l2,edge_card_shift_linf,embedding_shift,epochs,epsilon,eta_H,eta_X,exclude_self,exec_time,feature_noise,gamma,h_l0,heads,laplacian_norm,lr,method,model,normalization,normtype,num_classes,num_edges,num_edges_perturbed,num_epochs_sur,num_features,num_to_perturb,num_vertices,output_heads,patience,perturb_prop,perturb_type,ptb_rate,runs,seed,semantic_change,train_prop,valid_prop,wd,x_linf
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,6.602870813397131,True,0.7208271787296898,0.9615952732644019,0.7090103397341212,mean,0.0,mla,0.1,0.7717872968980798,0.9763663220088626,0.7680945347119646,1,co-cora,True,749.0,40.95119094848633,24.0,-1,cora,0.5,755.0,33.18132019042969,3.0,124.08242797851562,1000,0.0,0.01,0.01,False,86.84848642349243,0.0,2.0,757,1,6.165616989135742,0.001,HGNN,HGNN,ln,all_one,7,7494,757.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,12,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,6.985645933014354,True,0.7178729689807977,0.9571639586410636,0.7149187592319055,mean,0.0,mla,0.01,0.7717872968980798,0.9763663220088626,0.7680945347119646,1,co-cora,True,822.0,111.02252197265625,106.0,-1,cora,0.5,824.0,35.18522262573242,4.0,126.6417007446289,1000,0.0,0.01,0.01,False,86.21048617362976,0.0,2.0,824,1,6.179893493652344,0.001,HGNN,HGNN,ln,all_one,7,7494,824.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,12,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,8.421052631578945,True,0.706794682422452,0.9409158050221567,0.6838995568685378,mean,0.0,mla,2.0,0.7717872968980798,0.9763663220088626,0.7680945347119646,1,co-cora,True,921.0,200.19241333007812,197.0,-1,cora,0.5,917.0,49.24428939819336,9.0,166.2261962890625,1000,0.0,0.01,0.01,False,86.93682312965393,0.0,2.0,927,1,7.423593997955322,0.001,HGNN,HGNN,ln,all_one,7,7494,927.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,12,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,8.325358851674633,True,0.7075332348596751,0.9556868537666174,0.704579025110783,mean,0.0,mla,1.0,0.7717872968980798,0.9763663220088626,0.7680945347119646,1,co-cora,True,1094.0,296.0810852050781,294.0,-1,cora,0.5,1094.0,42.44997024536133,5.0,155.51002502441406,1000,0.0,0.01,0.01,False,86.73185658454895,0.0,2.0,1096,1,7.118211269378662,0.001,HGNN,HGNN,ln,all_one,7,7494,1096.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,12,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,2.009569377990427,True,0.7562776957163959,0.9719350073855244,0.7488921713441655,mean,0.0,mla,4.0,0.7717872968980798,0.9763663220088626,0.7680945347119646,1,co-cora,True,778.0,586.1996459960938,586.0,-1,cora,0.5,714.0,33.6749153137207,10.0,89.70903778076172,1000,0.0,0.01,0.01,False,86.58136248588562,0.0,2.0,798,1,4.455099582672119,0.001,HGNN,HGNN,ln,all_one,7,7494,798.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,12,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,1.5311004784688915,True,0.7599704579025112,0.9778434268833088,0.7548005908419498,mean,0.0,mla,10.0,0.7717872968980798,0.9763663220088626,0.7680945347119646,1,co-cora,True,916.0,865.0294799804688,865.0,-1,cora,0.5,866.0,29.46183967590332,2.0,76.37173461914062,1000,0.0,0.01,0.01,False,86.09794640541077,0.0,2.0,916,1,3.3992745876312256,0.001,HGNN,HGNN,ln,all_one,7,7494,916.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,12,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,9.284332688588002,True,0.6927621861152142,0.9675036927621862,0.7311669128508125,mean,0.01,mla,2.0,0.7636632200886263,0.9763663220088626,0.8050221565731167,1,co-cora,True,940.0,337.60333251953125,336.0,-1,cora,0.5,944.0,44.58699417114258,9.0,174.8441925048828,1000,0.0,0.01,0.01,False,86.96899652481079,0.0,2.0,956,1,7.131695747375488,0.001,HGNN,HGNN,ln,all_one,7,7494,956.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,11,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,0.38684719535783163,True,0.7607090103397341,0.9748892171344166,0.8020679468242246,mean,0.1,mla,2.0,0.7636632200886263,0.9763663220088626,0.8050221565731167,1,co-cora,True,108.0,66.60330200195312,48.0,-1,cora,0.5,114.0,10.770329475402832,2.0,47.90638732910156,1000,0.0,0.01,0.01,False,86.71371841430664,0.0,2.0,114,1,1.910309076309204,0.001,HGNN,HGNN,ln,all_one,7,7494,114.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,11,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,0.38684719535783163,True,0.7607090103397341,0.9763663220088626,0.7902511078286559,mean,1.0,mla,2.0,0.7636632200886263,0.9763663220088626,0.8050221565731167,1,co-cora,True,412.0,172.60939025878906,125.0,-1,cora,0.5,416.0,23.53720474243164,3.0,69.74767303466797,1000,0.0,0.01,0.01,False,86.53404641151428,0.0,2.0,418,1,3.7389464378356934,0.001,HGNN,HGNN,ln,all_one,7,7494,418.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,11,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,0.7736943907156633,True,0.757754800590842,0.9763663220088626,0.7932053175775481,mean,2.0,mla,2.0,0.7636632200886263,0.9763663220088626,0.8050221565731167,1,co-cora,True,509.0,246.01829528808594,228.0,-1,cora,0.5,513.0,27.513633728027344,3.0,76.5892562866211,1000,0.0,0.01,0.01,False,85.86409544944763,0.0,2.0,515,1,3.9866995811462402,0.001,HGNN,HGNN,ln,all_one,7,7494,515.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,11,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,2.224371373307539,True,0.7466765140324964,0.9719350073855244,0.7828655834564254,mean,10.0,mla,2.0,0.7636632200886263,0.9763663220088626,0.8050221565731167,1,co-cora,True,787.0,554.30224609375,554.0,-1,cora,0.5,791.0,32.140316009521484,3.0,88.71398162841797,1000,0.0,0.01,0.01,False,83.91202235221863,0.0,2.0,793,1,4.68980073928833,0.001,HGNN,HGNN,ln,all_one,7,7494,793.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,11,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,1.8375241779497076,True,0.7496307237813885,0.9734121122599705,0.7858197932053176,mean,4.0,mla,2.0,0.7636632200886263,0.9763663220088626,0.8050221565731167,1,co-cora,True,607.0,388.3928527832031,388.0,-1,cora,0.5,611.0,28.089143753051758,3.0,81.23064422607422,1000,0.0,0.01,0.01,False,83.55338382720947,0.0,2.0,613,1,4.429945468902588,0.001,HGNN,HGNN,ln,all_one,7,7494,613.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,11,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,6.602870813397131,True,0.7208271787296898,0.9497784342688331,0.7001477104874446,mean,0.01,mla,2.0,0.7717872968980798,0.9763663220088626,0.7680945347119646,1,co-cora,True,890.0,260.12689208984375,258.0,-1,cora,0.5,886.0,45.869380950927734,8.0,163.3610076904297,1000,0.0,0.01,0.01,False,86.92735147476196,0.0,2.0,896,1,7.226773738861084,0.001,HGNN,HGNN,ln,all_one,7,7494,896.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,12,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,0.7655502392344458,True,0.7658788774002955,0.9763663220088626,0.7666174298375185,mean,0.1,mla,2.0,0.7717872968980798,0.9763663220088626,0.7680945347119646,1,co-cora,True,128.0,75.9868392944336,57.0,-1,cora,0.5,128.0,11.661903381347656,2.0,36.600807189941406,1000,0.0,0.01,0.01,False,85.63763999938965,0.0,2.0,128,1,1.9951438903808594,0.001,HGNN,HGNN,ln,all_one,7,7494,128.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,12,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,2.1052631578947403,True,0.7555391432791728,0.9689807976366323,0.7533234859675038,mean,1.0,mla,2.0,0.7717872968980798,0.9763663220088626,0.7680945347119646,1,co-cora,True,449.0,182.61708068847656,135.0,-1,cora,0.5,453.0,24.433584213256836,3.0,63.24665451049805,1000,0.0,0.01,0.01,False,85.68798851966858,0.0,2.0,455,1,3.797459125518799,0.001,HGNN,HGNN,ln,all_one,7,7494,455.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,12,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,2.488038277511963,True,0.7525849335302807,0.9689807976366323,0.7518463810930577,mean,2.0,mla,2.0,0.7717872968980798,0.9763663220088626,0.7680945347119646,1,co-cora,True,542.0,238.08401489257812,214.0,-1,cora,0.5,546.0,27.166154861450195,3.0,69.09270477294922,1000,0.0,0.01,0.01,False,85.64653015136719,0.0,2.0,548,1,4.123058795928955,0.001,HGNN,HGNN,ln,all_one,7,7494,548.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,12,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,1.9138755980861142,True,0.757016248153619,0.9704579025110783,0.7548005908419498,mean,4.0,mla,2.0,0.7717872968980798,0.9763663220088626,0.7680945347119646,1,co-cora,True,581.0,336.4595031738281,336.0,-1,cora,0.5,585.0,26.324893951416016,3.0,71.7508773803711,1000,0.0,0.01,0.01,False,86.90657162666321,0.0,2.0,587,1,4.277309894561768,0.001,HGNN,HGNN,ln,all_one,7,7494,587.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,12,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,1.9138755980861142,True,0.757016248153619,0.9704579025110783,0.7562776957163959,mean,10.0,mla,2.0,0.7717872968980798,0.9763663220088626,0.7680945347119646,1,co-cora,True,655.0,396.4303283691406,396.0,-1,cora,0.5,659.0,28.513154983520508,3.0,74.85136413574219,1000,0.0,0.01,0.01,False,85.44897937774658,0.0,2.0,661,1,4.4051833152771,0.001,HGNN,HGNN,ln,all_one,7,7494,661.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,12,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,9.864603481624751,True,0.688330871491876,0.9586410635155097,0.7178729689807977,mean,0.001,mla,2.0,0.7636632200886263,0.9763663220088626,0.8050221565731167,1,co-cora,True,922.0,232.70582580566406,230.0,-1,cora,0.5,928.0,45.97825622558594,8.0,177.50526428222656,1000,0.0,0.01,0.01,False,86.75219964981079,0.0,2.0,936,1,7.408310413360596,0.001,HGNN,HGNN,ln,all_one,7,7494,936.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,11,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,8.995215311004781,True,0.7023633677991138,0.9379615952732645,0.6942392909896603,mean,0.001,mla,2.0,0.7717872968980798,0.9763663220088626,0.7680945347119646,1,co-cora,True,932.0,192.50454711914062,189.0,-1,cora,0.5,930.0,49.759422302246094,9.0,168.41075134277344,1000,0.0,0.01,0.01,False,86.36890912055969,0.0,2.0,938,1,7.559317588806152,0.001,HGNN,HGNN,ln,all_one,7,7494,938.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,12,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,5.6092843326885875,True,0.7208271787296898,0.9748892171344166,0.757754800590842,mean,0.0,mla,0.0,0.7636632200886263,0.9763663220088626,0.8050221565731167,1,co-cora,True,1169.0,462.1915283203125,461.0,-1,cora,0.5,1169.0,44.21538162231445,5.0,154.64639282226562,1000,0.0,0.01,0.01,False,83.8898138999939,0.0,2.0,1171,1,6.291969299316406,0.001,HGNN,HGNN,ln,all_one,7,7494,1171.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,11,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,7.4641148325358895,True,0.7141802067946824,0.9601181683899558,0.7193500738552437,mean,0.0,mla,0.0,0.7717872968980798,0.9763663220088626,0.7680945347119646,1,co-cora,True,1209.0,493.1095275878906,492.0,-1,cora,0.5,1211.0,44.88875198364258,4.0,138.64511108398438,1000,0.0,0.01,0.01,False,82.77139258384705,0.0,2.0,1211,1,6.346076011657715,0.001,HGNN,HGNN,ln,all_one,7,7494,1211.0,50,1433,1498,2708,1,150,0.0,replace,0.2,1,12,0.0,0.25,0.25,0.0,0.0
