All_num_layers,Classifier_hidden,Classifier_num_layers,GPR,HCHA_symdegnorm,HNHN_alpha,HNHN_beta,HNHN_nonlinear_inbetween,HyperGCN_fast,HyperGCN_mediators,LearnMask,MLP_hidden,MLP_num_layers,PMA,T,UniGNN_degE,UniGNN_degV,UniGNN_use_norm,acc_drop%,add_self_loop,adv_test,adv_train,adv_val,aggregate,alpha,attack,beta,clean_test,clean_train,clean_val,cuda,dataset,deepset_input_norm,deg_shift_l1,deg_shift_l2,deg_shift_linf,display_step,dname,dropout,edge_card_shift_l1,edge_card_shift_l2,edge_card_shift_linf,embedding_shift,epochs,epsilon,eta_H,eta_X,exclude_self,exec_time,feature_noise,gamma,h_l0,heads,laplacian_norm,lr,method,model,normalization,normtype,num_classes,num_edges,num_edges_perturbed,num_epochs_sur,num_features,num_vertices,output_heads,patience,perturb_prop,perturb_type,ptb_rate,runs,seed,semantic_change,train_prop,valid_prop,wd,x_linf
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,4.73098330241187,True,0.7584933530280651,0.9763663220088626,0.7887740029542099,mean,1.0,mla,1.0,0.7961595273264402,0.9704579025110783,0.8153618906942394,0,coauth_cora,True,615.6798095703125,53.13561248779297,48.84312438964844,-1,coauthor_cora,0.5,609.6400146484375,25.698041915893555,3.000166416168213,154.32537841796875,1000,0.0,0.01,0.01,False,30.211897611618042,0.0,2.0,1278,1,6.113872051239014,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,11,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,7.050092764378483,True,0.740029542097489,0.9719350073855244,0.7784342688330872,mean,0.0,mla,1.0,0.7961595273264402,0.9704579025110783,0.8153618906942394,1,coauth_cora,True,421.8209228515625,15.265066146850586,1.1698799133300781,-1,coauthor_cora,0.5,423.7950744628906,19.179136276245117,2.4379591941833496,97.50015258789062,1000,0.0,0.01,0.01,False,30.244590282440186,0.0,2.0,1059,1,6.1191887855529785,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,11,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,4.545454545454542,True,0.7599704579025112,0.9763663220088626,0.7843426883308715,mean,1.0,mla,0.0,0.7961595273264402,0.9704579025110783,0.8153618906942394,0,coauth_cora,True,641.0335693359375,69.12232971191406,65.83311462402344,-1,coauthor_cora,0.5,637.006103515625,26.772098541259766,3.0201663970947266,153.82424926757812,1000,0.0,0.01,0.01,False,30.489514112472534,0.0,2.0,1307,1,6.2279052734375,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,11,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,8.441558441558445,True,0.7289512555391433,0.9704579025110783,0.7725258493353029,mean,0.0,mla,0.0,0.7961595273264402,0.9704579025110783,0.8153618906942394,1,coauth_cora,True,590.3731689453125,85.77973937988281,83.66996765136719,-1,coauthor_cora,0.5,591.3403930664062,25.67396354675293,3.9475936889648438,116.64498138427734,1000,0.0,0.01,0.01,False,30.504663944244385,0.0,2.0,1228,1,6.642889499664307,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,11,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,4.182156133828995,True,0.7614475627769572,0.9778434268833088,0.7858197932053176,mean,1.0,mla,1.0,0.7946824224519942,0.964549483013294,0.8079763663220089,0,coauth_cora,True,632.2071533203125,56.397457122802734,52.273109436035156,-1,coauthor_cora,0.5,632.2071533203125,26.62346649169922,3.5233078002929688,155.5167999267578,1000,0.0,0.01,0.01,False,30.21045994758606,0.0,2.0,1308,1,6.32545280456543,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,12,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,5.9479553903345685,True,0.7474150664697194,0.9556868537666174,0.7459379615952734,mean,0.0,mla,1.0,0.7946824224519942,0.964549483013294,0.8079763663220089,1,coauth_cora,True,402.91668701171875,14.916274070739746,1.440000057220459,-1,coauthor_cora,0.5,402.91668701171875,18.183324813842773,2.256528377532959,99.1043930053711,1000,0.0,0.01,0.01,False,30.180519819259644,0.0,2.0,959,1,6.056981086730957,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,12,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,5.297397769516735,True,0.7525849335302807,0.9793205317577549,0.7887740029542099,mean,1.0,mla,0.0,0.7946824224519942,0.964549483013294,0.8079763663220089,0,coauth_cora,True,669.5186767578125,86.89361572265625,84.24996948242188,-1,coauthor_cora,0.5,669.5186767578125,27.936540603637695,3.5233078002929688,154.80587768554688,1000,0.0,0.01,0.01,False,30.504446029663086,0.0,2.0,1371,1,6.446304798126221,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,12,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,7.527881040892202,True,0.7348596750369276,0.9556868537666174,0.7444608567208272,mean,0.0,mla,0.0,0.7946824224519942,0.964549483013294,0.8079763663220089,1,coauth_cora,True,566.34912109375,88.34261322021484,86.41996765136719,-1,coauthor_cora,0.5,566.34912109375,23.695993423461914,2.967411518096924,116.4330825805664,1000,0.0,0.01,0.01,False,30.516772508621216,0.0,2.0,1178,1,6.618714809417725,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,12,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,3.912647861692448,True,0.7799113737075333,0.9601181683899558,0.7636632200886263,mean,1.0,mla,1.0,0.8116691285081241,0.9601181683899558,0.8005908419497785,0,coauth_cora,True,636.864990234375,54.07914352416992,49.584041595458984,-1,coauthor_cora,0.5,634.852294921875,26.653030395507812,3.5073328018188477,142.7056121826172,1000,0.0,0.01,0.01,False,30.25840663909912,0.0,2.0,1347,1,6.313296318054199,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,13,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,5.641492265696085,True,0.7658788774002955,0.9615952732644019,0.7518463810930577,mean,0.0,mla,1.0,0.8116691285081241,0.9601181683899558,0.8005908419497785,1,coauth_cora,True,414.90972900390625,15.111761093139648,1.559999942779541,-1,coauthor_cora,0.5,414.90972900390625,18.969884872436523,2.9010372161865234,84.72854614257812,1000,0.0,0.01,0.01,False,30.270249128341675,0.0,2.0,995,1,6.070174694061279,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,13,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,6.6424021838034575,True,0.757754800590842,0.9556868537666174,0.740029542097489,mean,0.0,mla,0.0,0.8116691285081241,0.9601181683899558,0.8005908419497785,1,coauth_cora,True,547.036376953125,57.372310638427734,54.29998016357422,-1,coauthor_cora,0.5,547.036376953125,23.906259536743164,3.4645934104919434,106.53276824951172,1000,0.0,0.01,0.01,False,30.124489307403564,0.0,2.0,1140,1,6.626570224761963,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,13,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,4.27661510464058,True,0.7769571639586411,0.9586410635155097,0.7636632200886263,mean,1.0,mla,0.0,0.8116691285081241,0.9601181683899558,0.8005908419497785,0,coauth_cora,True,669.3302001953125,80.87101745605469,77.8740234375,-1,coauthor_cora,0.5,667.3175048828125,27.670700073242188,3.687333106994629,138.80178833007812,1000,0.0,0.01,0.01,False,30.120882749557495,0.0,2.0,1380,1,6.374704360961914,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,13,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,4.5581395348837175,True,0.757754800590842,0.9660265878877401,0.7887740029542099,mean,1.0,mla,1.0,0.7939438700147711,0.964549483013294,0.8168389955686854,0,coauth_cora,True,632.0062866210938,56.52962875366211,52.356605529785156,-1,coauthor_cora,0.5,629.991943359375,26.74988555908203,3.243562698364258,146.2179412841797,1000,0.0,0.01,0.01,False,30.179827451705933,0.0,2.0,1311,1,6.259055137634277,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,14,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,6.139534883720926,True,0.7451994091580503,0.9571639586410636,0.7695716395864107,mean,0.0,mla,1.0,0.7939438700147711,0.964549483013294,0.8168389955686854,1,coauth_cora,True,383.855224609375,14.332639694213867,1.5899999141693115,-1,coauthor_cora,0.5,383.5208740234375,17.497726440429688,2.5444746017456055,87.7035140991211,1000,0.0,0.01,0.01,False,30.073018789291382,0.0,2.0,925,1,5.862095355987549,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,14,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,4.372093023255812,True,0.7592319054652881,0.9689807976366323,0.7976366322008863,mean,1.0,mla,0.0,0.7939438700147711,0.964549483013294,0.8168389955686854,0,coauth_cora,True,652.4797973632812,75.5244140625,72.46659851074219,-1,coauthor_cora,0.5,650.4654541015625,27.380054473876953,3.3235626220703125,146.60365295410156,1000,0.0,0.01,0.01,False,30.215566396713257,0.0,2.0,1340,1,6.332065105438232,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,14,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,6.511627906976739,True,0.7422451994091581,0.9586410635155097,0.7533234859675038,mean,0.0,mla,0.0,0.7939438700147711,0.964549483013294,0.8168389955686854,1,coauth_cora,True,562.8173828125,98.77249145507812,97.05996704101562,-1,coauthor_cora,0.5,561.8505859375,24.199195861816406,2.9412803649902344,109.12744903564453,1000,0.0,0.01,0.01,False,30.20342254638672,0.0,2.0,1178,1,6.3779215812683105,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,14,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,6.170598911070789,True,0.7636632200886263,0.9438700147710488,0.7621861152141802,mean,0.0,mla,1.0,0.8138847858197933,0.9571639586410636,0.8064992614475628,1,coauth_cora,True,396.634033203125,14.729494094848633,1.7699995040893555,-1,coauthor_cora,0.5,396.1463317871094,18.151765823364258,2.741055488586426,88.21981811523438,1000,0.0,0.01,0.01,False,30.16098427772522,0.0,2.0,952,1,6.051629066467285,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,15,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,3.4482758620689746,True,0.7858197932053176,0.9527326440177253,0.740029542097489,mean,1.0,mla,1.0,0.8138847858197933,0.9571639586410636,0.8064992614475628,0,coauth_cora,True,614.3055419921875,55.6055793762207,51.506614685058594,-1,coauthor_cora,0.5,614.3055419921875,25.619327545166016,3.5253467559814453,140.21665954589844,1000,0.0,0.01,0.01,False,30.179101705551147,0.0,2.0,1283,1,6.212131500244141,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,15,0.0,0.25,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,3.7205081669691475,True,0.7836041358936485,0.9542097488921714,0.7429837518463811,mean,1.0,mla,0.0,0.8138847858197933,0.9571639586410636,0.8064992614475628,0,coauth_cora,True,650.8899536132812,85.05656433105469,82.37660217285156,-1,coauthor_cora,0.5,650.889892578125,26.932748794555664,3.0222110748291016,139.98263549804688,1000,0.0,0.01,0.01,False,29.970772981643677,0.0,2.0,1343,1,6.337499141693115,0.001,HGNN,HGNN,ln,all_one,7,7293,1458,50,1433,2708,1,150,0.0,replace,0.2,1,15,0.0,0.25,0.25,0.0,0.0
