All_num_layers,Classifier_hidden,Classifier_num_layers,GPR,HCHA_symdegnorm,HNHN_alpha,HNHN_beta,HNHN_nonlinear_inbetween,HyperGCN_fast,HyperGCN_mediators,LearnMask,MLP_hidden,MLP_num_layers,PMA,T,UniGNN_degE,UniGNN_degV,UniGNN_use_norm,acc_drop%,add_self_loop,adv_test,adv_train,adv_val,aggregate,attack,clean_test,clean_train,clean_val,cuda,dataset,deepset_input_norm,deg_shift_l1,deg_shift_l2,deg_shift_linf,display_step,dname,dropout,edge_card_shift_l1,edge_card_shift_l2,edge_card_shift_linf,embedding_shift,epochs,epsilon,eta_H,eta_X,exclude_self,exec_time,feature_noise,h_l0,heads,laplacian_norm,lr,method,mla_alpha,model,normalization,normtype,num_classes,num_edges,num_edges_perturbed,num_epochs_sur,num_features,num_vertices,output_heads,patience,perturb_prop,perturb_type,ptb_rate,runs,seed,semantic_change,train_prop,valid_prop,wd,x_linf
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,80,0,0,False,62.477231329690355,True,0.30428360413589367,0.31610044313146235,0.33825701624815363,mean,mla_fgsm,0.8109305760709011,0.9615952732644019,0.7887740029542099,0,co-cora,True,63.0,63.0,63.0,-1,cora,0.5,62.99998474121094,3.5496468544006348,0.20000004768371582,1837.564208984375,1000,0.05,0.01,0.01,False,0.39858126640319824,0.0,315,1,0.5720574855804443,0.001,HGNN,4.0,HGNN,ln,all_one,7,1579,315,80,1433,2708,1,150,0.0,replace,0.2,1,1,0.09940987825393677,0.5,0.25,0.0,0.050000011920928955
